"Hoppy Craft Lager","Monks Cafe & Brewery","Lager - IPL (India Pale Lager)",5,0,,Rabattvägen,,,Sverige,59.3731,17.8462,3.5,"2015-06-08 20:43:35",https://untappd.com/c/191084316,https://untappd.com/beer/1101133,https://untappd.com/brewery/19920,Sweden,Stockholm,
"Pacific Pale Ale","Stigbergets Bryggeri","Pale Ale - New Zealand",5.5,0,"Stigberget levererar. Som brukligt.",Rabattvägen,,,Sverige,59.3731,17.8462,3.5,"2015-06-08 21:40:34",https://untappd.com/c/191092574,https://untappd.com/beer/913304,https://untappd.com/brewery/56652,Sweden,,göteborg
"Hāpi Daze","Garage Project","Pale Ale - New Zealand",4.6,0,Backlog,,,,,,,2.75,"2015-06-08 21:42:06",https://untappd.com/c/191092819,https://untappd.com/beer/72651,https://untappd.com/brewery/14539,"New Zealand",Wellington,
"Passionfeber IPA",Brewski,"IPA - American",7,0,Brewski.,Rabattvägen,,,Sverige,59.3731,17.8462,4.5,"2015-06-08 22:53:52",https://untappd.com/c/191105000,https://untappd.com/beer/1042477,https://untappd.com/brewery/167487,Sweden,Helsingborg,
Ka-blammo,"All In Brewing","Lager - IPL (India Pale Lager)",6,0,"Trefligt. Frisk. Besk.",Rabattvägen,,,Sverige,59.3731,17.8462,4,"2015-06-09 20:11:26",https://untappd.com/c/191276723,https://untappd.com/beer/993931,https://untappd.com/brewery/59245,Sweden,Göteborg,
"Didn't We Saison?",Brewski,"Saison / Farmhouse Ale",6.5,25,"Lite för klen, bra smak.",,,,,,,3,"2015-06-10 17:30:57",https://untappd.com/c/191484269,https://untappd.com/beer/909000,https://untappd.com/brewery/167487,Sweden,Helsingborg,
"Stigbergets Bitter 4.5%","Stigbergets Bryggeri","English Bitter",4.5,0,,,,,,,,3.25,"2015-06-10 17:31:35",https://untappd.com/c/191484311,https://untappd.com/beer/607490,https://untappd.com/brewery/56652,Sweden,,göteborg
"Session Pale Ale","Oppigårds Bryggeri","Pale Ale - American",3.5,23,,,,,,,,2.75,"2015-06-10 19:42:43",https://untappd.com/c/191498886,https://untappd.com/beer/1049810,https://untappd.com/brewery/4920,Sweden,Hedemora,
"India Pale Ale","Brygghuset Finn","IPA - American",6.2,33,"Vafan? I det närmaste söt. Ruggig.",,,,,,,2,"2015-06-10 19:43:57",https://untappd.com/c/191499045,https://untappd.com/beer/373620,https://untappd.com/brewery/57206,Sweden,Landskrona,
"Rebel Alliance Anti Imperial IPA","Nääs Gårdsbryggeri","IPA - Imperial / Double",8.5,0,"Bra tryck, på många plan.",Rabattvägen,,,Sverige,59.3731,17.8462,3.75,"2015-06-10 21:00:46",https://untappd.com/c/191511746,https://untappd.com/beer/1010055,https://untappd.com/brewery/78593,Sweden,Ydre,
"Go´ IPA","Göteborgs Nya Bryggeri","IPA - American",6.5,0,,,,,,,,2.5,"2015-06-10 22:41:30",https://untappd.com/c/191532858,https://untappd.com/beer/1111439,https://untappd.com/brewery/12497,Sweden,Göteborg,
"Tappar Finas Pale Ale","Aktiebolaget Centralbryggeriet i Linköping","Pale Wheat Ale - American",4.8,18,,,,,,,,2.75,"2015-06-11 19:50:21",https://untappd.com/c/191754810,https://untappd.com/beer/1038630,https://untappd.com/brewery/123279,Sweden,Linköping,
Humlekanon,HaandBryggeriet,"IPA - American",7.5,160,,,,,,,,3.25,"2015-06-11 23:59:58",https://untappd.com/c/191818743,https://untappd.com/beer/562100,https://untappd.com/brewery/2206,Norway,Drammen,
"Pistonhead Kustom Lager","Brutal Brewing","Lager - Pale",4.9,33,,,,,,,,3,"2015-06-12 17:24:20",https://untappd.com/c/192034741,https://untappd.com/beer/82286,https://untappd.com/brewery/16622,Sweden,"143 03 Vårby",
IPL,"Grebbestad Bryggeri","Lager - IPL (India Pale Lager)",6,0,,,,,,,,3.25,"2015-06-12 17:25:13",https://untappd.com/c/192034863,https://untappd.com/beer/1034345,https://untappd.com/brewery/11248,Sweden,Grebbestad,
Nebuchadnezzar,Omnipollo,"IPA - Imperial / Double",8.5,100,,"Enskede Rackethall",Stockholm,Storstockholm,Sverige,59.2873,18.0576,5,"2015-06-12 17:25:59",https://untappd.com/c/192034951,https://untappd.com/beer/233045,https://untappd.com/brewery/29486,Sweden,Stockholm,
"Březňák Světlý ležák / Original Böhmisch Pils","Velké Březno","Pilsner - Czech",5.1,0,,"Meeting Room",Stockholm,Storstockholm,Sverige,59.3363,18.0287,2.25,"2015-06-12 22:38:19",https://untappd.com/c/192127434,https://untappd.com/beer/56797,https://untappd.com/brewery/252,"Czech Republic","Velké Březno",
"Guldkällan 4,8%","Spendrups Bryggeri","Lager - Euro",4.8,0,Backlog,,,,,,,2.5,"2015-06-13 16:17:00",https://untappd.com/c/192475278,https://untappd.com/beer/230511,https://untappd.com/brewery/1505,Sweden,Vårby,
"Engelsk IPA","Eskilstuna Ölkultur","IPA - English",6,65,,,,,,,,3.25,"2015-06-14 11:21:40",https://untappd.com/c/193038546,https://untappd.com/beer/56209,https://untappd.com/brewery/5752,Sweden,Eskilstuna,Södermanland
Redemption,"Adelsö Bryggeri","Pale Ale - American",3.5,0,,,,,,,,3,"2015-06-14 11:39:54",https://untappd.com/c/193039260,https://untappd.com/beer/461932,https://untappd.com/brewery/72354,Sweden,Adelsö,
Bohemia,"O/O Brewing ","Saison / Farmhouse Ale",5,0,"Smakar tvål.",,,,,,,1.5,"2015-06-14 18:28:59",https://untappd.com/c/193083632,https://untappd.com/beer/1027553,https://untappd.com/brewery/58318,Sweden,Gothenburg,
"Family Matters","Dugges Ale- & Porterbryggeri AB","Pale Ale - American",5,55,,,,,,,,3.75,"2015-06-14 18:29:37",https://untappd.com/c/193083837,https://untappd.com/beer/1056377,https://untappd.com/brewery/1958,Sweden,Landvetter,
"Black IPA","Sigtuna Brygghus","IPA - Black / Cascadian Dark Ale",6.6,0,"Lite för platt.",,,,,,,3,"2015-06-15 00:22:48",https://untappd.com/c/193233791,https://untappd.com/beer/896509,https://untappd.com/brewery/2823,Sweden,Arlandastad,
"Bryggarens Lakrits","Lilla Ölfabriken","Porter - Other",5.3,0,"Doften skvallrar om lakrits. Det är fel.",,,,,,,3,"2015-06-15 00:24:27",https://untappd.com/c/193234619,https://untappd.com/beer/773614,https://untappd.com/brewery/118601,Sweden,Malmö,
"Hello My Name Is Little Ingrid",BrewDog,"IPA - American",4.4,60,"Klen. Hade önskat mer av typ allt.",Rabattvägen,,,Sverige,59.3731,17.8462,3,"2015-06-15 20:41:57",https://untappd.com/c/193416954,https://untappd.com/beer/1030576,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Black Currant","Dugges Ale- & Porterbryggeri AB","Sour Ale",4.5,0,,,,,,,,3.25,"2015-06-15 22:39:36",https://untappd.com/c/193436871,https://untappd.com/beer/1050890,https://untappd.com/brewery/1958,Sweden,Landvetter,
"Carib Lager","Carib Brewery Limited","Lager - North American Adjunct",5.2,0,"En ""ljus lager"".",,,,,,,2.5,"2015-06-16 22:06:24",https://untappd.com/c/193638472,https://untappd.com/beer/12649,https://untappd.com/brewery/4956,"Trinidad and Tobago",,
"IPA Is Dead Mandarina Bavaria",BrewDog,"IPA - American",7.2,75,"Inte impad.",,,,,,,3.25,"2015-06-16 22:07:28",https://untappd.com/c/193638645,https://untappd.com/beer/1030588,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"IPA Is Dead Ella",BrewDog,"IPA - American",7.2,75,,,,,,,,3.5,"2015-06-16 22:08:05",https://untappd.com/c/193638761,https://untappd.com/beer/1030585,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"IPA Is Dead Pioneer",BrewDog,"IPA - American",7.2,75,,,,,,,,3.25,"2015-06-18 18:32:49",https://untappd.com/c/194079014,https://untappd.com/beer/1030586,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Libertine Black Ale",BrewDog,"IPA - Black / Cascadian Dark Ale",7.2,65,,,,,,,,3.75,"2015-06-19 14:03:35",https://untappd.com/c/194355901,https://untappd.com/beer/158573,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
Zeitgeist,BrewDog,"Lager - Black",4.7,27,,,,,,,,3.25,"2015-06-19 14:03:54",https://untappd.com/c/194355932,https://untappd.com/beer/15078,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"IPA Is Dead Chinook",BrewDog,"IPA - American",7.2,75,,,,,,,,4,"2015-06-19 14:04:26",https://untappd.com/c/194355971,https://untappd.com/beer/1030589,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"The Tail of A Whale (3.5%)","Brutal Brewing","Pale Wheat Ale - American",3.5,0,,,,,,,,2.75,"2015-06-19 16:45:04",https://untappd.com/c/194369441,https://untappd.com/beer/1045234,https://untappd.com/brewery/16622,Sweden,"143 03 Vårby",
Sommarale,"Eskilstuna Ölkultur","IPA - American",5.4,45,"Väldigt bra.",,,,,,,4,"2015-06-19 19:22:06",https://untappd.com/c/194397904,https://untappd.com/beer/181538,https://untappd.com/brewery/5752,Sweden,Eskilstuna,Södermanland
Ipanema,"Charlis Brygghus","Pale Ale - American",5.9,0,,,,,,,,2.5,"2015-06-19 22:44:35",https://untappd.com/c/194469155,https://untappd.com/beer/639059,https://untappd.com/brewery/24260,Sweden,Kristianstad,
"Lata Dagars IPA","Ängö Kvartersbryggeri","IPA - American",6,0,,,,,,,,3,"2015-06-20 21:34:38",https://untappd.com/c/194962062,https://untappd.com/beer/379025,https://untappd.com/brewery/10919,Sweden,Kalmar,
Perdition,"Tempel Brygghus","Sour Ale",8.3,60,,,,,,,,3.75,"2015-06-20 23:23:20",https://untappd.com/c/195053634,https://untappd.com/beer/977954,https://untappd.com/brewery/79325,Sweden,UPPSALA,
"Saison d'etre","Stockholm Brewing Co.","Saison / Farmhouse Ale",5,25,"Minst dåliga från sthlm brewing hittills.",Rabattvägen,,,Sverige,59.3731,17.8462,3,"2015-06-21 18:25:21",https://untappd.com/c/195436247,https://untappd.com/beer/689542,https://untappd.com/brewery/14514,Sweden,Stockholm,
"Red IPA","Sigtuna Brygghus","IPA - English",5.9,0,,,,,,,,3.5,"2015-06-21 18:25:59",https://untappd.com/c/195436440,https://untappd.com/beer/457422,https://untappd.com/brewery/2823,Sweden,Arlandastad,
Standard,"Prairie Artisan Ales","Saison / Farmhouse Ale",5.6,25,,,,,,,,4,"2015-06-23 17:59:08",https://untappd.com/c/195988359,https://untappd.com/beer/278152,https://untappd.com/brewery/37713,"United States",Tulsa,OK
"Dead Pony Club",BrewDog,"Pale Ale - American",3.8,25,,,,,,,,3,"2015-06-23 19:15:30",https://untappd.com/c/195996609,https://untappd.com/beer/164769,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Cocoa Psycho",BrewDog,"Stout - Russian Imperial",10,85,,,,,,,,3.75,"2015-06-23 23:13:23",https://untappd.com/c/196039218,https://untappd.com/beer/273455,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Direktörens Ale","Lilla Ölfabriken","English Bitter",4.3,0,,,,,,,,2.25,"2015-06-24 00:01:08",https://untappd.com/c/196051989,https://untappd.com/beer/911933,https://untappd.com/brewery/118601,Sweden,Malmö,
Svarthumle,"Kinn Bryggeri","IPA - Black / Cascadian Dark Ale",6.5,62,,,,,,,,3.25,"2015-06-24 20:11:59",https://untappd.com/c/196238993,https://untappd.com/beer/356328,https://untappd.com/brewery/5233,Norway,Florø,
"Herr Hemlig IPA",Brewski,"IPA - American",5.5,0,"Något tunnare än jag minns den. Likväl jävligt bra.",,,,,,,4.5,"2015-06-25 21:57:19",https://untappd.com/c/196526656,https://untappd.com/beer/872918,https://untappd.com/brewery/167487,Sweden,Helsingborg,
"Jyske Dollars",Ølsnedkeren,"IPA - American",6,0,"Betydligt sämre än sist. Blek.",,,,,,,4,"2015-06-25 22:48:56",https://untappd.com/c/196540878,https://untappd.com/beer/825801,https://untappd.com/brewery/40985,Denmark,København,
Honey-Oat-Wheat,"South Plains Brewing Company","Pale Wheat Ale - American",5.5,35,"Bra syra.",,,,,,,3,"2015-06-26 00:14:12",https://untappd.com/c/196570990,https://untappd.com/beer/348352,https://untappd.com/brewery/36961,Sweden,Malmö,Skåne
"Passionfeber IPA",Brewski,"IPA - American",7,0,,,,,,,,4.5,"2015-06-26 18:17:40",https://untappd.com/c/196789643,https://untappd.com/beer/1042477,https://untappd.com/brewery/167487,Sweden,Helsingborg,
"Craft Lager","Grebbestad Bryggeri","Lager - American Amber / Red",5.7,0,,,,,,,,2.5,"2015-06-26 18:45:39",https://untappd.com/c/196795480,https://untappd.com/beer/644730,https://untappd.com/brewery/11248,Sweden,Grebbestad,
"Everyday IPA","Oppigårds Bryggeri","IPA - Session / India Session Ale",4.6,13,,,,,,,,3.75,"2015-06-26 20:43:37",https://untappd.com/c/196828813,https://untappd.com/beer/783172,https://untappd.com/brewery/4920,Sweden,Hedemora,
"Hardcore IPA",BrewDog,"IPA - Imperial / Double",9.2,150,,,,,,,,3.75,"2015-06-26 21:25:38",https://untappd.com/c/196843792,https://untappd.com/beer/5707,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Bra Gott Tallskott","Närke Kulturbryggeri",Braggot,6.8,0,"Spännande smaker, honungsötma, beska och fucking tall. Riktigt rolig, och god. Mjöd liksom, grejen.",,,,,,,3.75,"2015-06-26 23:15:04",https://untappd.com/c/196891403,https://untappd.com/beer/975282,https://untappd.com/brewery/2361,Sweden,Örebro,
Piraten,Lundabryggeriet,"Pale Ale - American",5.4,0,,,,,,,,3.25,"2015-06-27 21:50:03",https://untappd.com/c/197378946,https://untappd.com/beer/126238,https://untappd.com/brewery/18101,Sweden,Torna-hällestad,
"Celt Iron Age","The Celt Experience","English Bitter",3.5,42,,,,,,,,2.75,"2015-06-27 22:02:37",https://untappd.com/c/197388742,https://untappd.com/beer/242670,https://untappd.com/brewery/8726,Wales,Caerphilly,
"Russian Imperial Stout","Poppels Bryggeri","Stout - Russian Imperial",9.5,60,,,,,,,,3.75,"2015-06-28 01:20:13",https://untappd.com/c/197545769,https://untappd.com/beer/1050712,https://untappd.com/brewery/46930,Sweden,Mölnlycke,
"Pretty Pale Ale","O/O Brewing ","Pale Ale - American",5.5,0,,,,,,,,3.25,"2015-06-29 21:51:01",https://untappd.com/c/198178020,https://untappd.com/beer/814529,https://untappd.com/brewery/58318,Sweden,Gothenburg,
APA,Homebrew,"Pale Ale - American",5.8,0,"Wickys APA, väldans trevlig.",,,,,,,3.75,"2015-06-30 12:02:24",https://untappd.com/c/198339321,https://untappd.com/beer/122225,https://untappd.com/brewery/1775,Other,,
"Augsburger Herrenpils","Brauhaus Riegele","Pilsner - German",4.7,0,,Rabattvägen,,,Sverige,59.3731,17.8462,2.5,"2015-06-30 17:55:13",https://untappd.com/c/198354279,https://untappd.com/beer/170130,https://untappd.com/brewery/2370,Germany,Augsburg,
"Bedarö Bitter","Nynäshamns Ångbryggeri ","English Bitter",4.5,0,,,,,,,,2.75,"2015-06-30 21:28:13",https://untappd.com/c/198387845,https://untappd.com/beer/13738,https://untappd.com/brewery/4617,Sweden,NYNÄSHAMN,
"Thurbo Double IPA","Oppigårds Bryggeri","IPA - Imperial / Double",8.5,74,,Rabattvägen,,,Sverige,59.3731,17.8462,4,"2015-06-30 21:28:56",https://untappd.com/c/198387956,https://untappd.com/beer/263300,https://untappd.com/brewery/4920,Sweden,Hedemora,
"Rip Tide",BrewDog,"Stout - American Imperial / Double",8,65,,,,,,,,3.75,"2015-06-30 23:25:10",https://untappd.com/c/198414784,https://untappd.com/beer/5703,https://untappd.com/brewery/241,Scotland,Ellon,"Aberdeenshire, AB41 8BX"
"Folkes Pale Ale","Aktiebolaget Centralbryggeriet i Linköping","Pale Ale - American",5.8,0,,,,,,,,3.25,"2015-07-01 18:16:57",https://untappd.com/c/198607125,https://untappd.com/beer/650912,https://untappd.com/brewery/123279,Sweden,Linköping,
"The Crimson","Remmarlöv Gårdsbryggeri","Red Ale - American Amber / Red",5.6,30,,,,,,,,3,"2015-07-03 00:10:18",https://untappd.com/c/198993409,https://untappd.com/beer/855968,https://untappd.com/brewery/164604,Sweden,Eslöv,
VIT,"Sundbybergs Köksbryggeri",Witbier,5,12,,,,,,,,3.5,"2015-07-03 18:28:54",https://untappd.com/c/199274142,https://untappd.com/beer/1076058,https://untappd.com/brewery/56900,Sweden,Sundbyberg,
"The Pawn's Pils","Coppersmith's Brewery","Pilsner - Czech",4.8,0,,,,,,,,4,"2015-07-03 18:29:07",https://untappd.com/c/199274211,https://untappd.com/beer/822943,https://untappd.com/brewery/140670,Sweden,Västerås,
Standard,"Prairie Artisan Ales","Saison / Farmhouse Ale",5.6,25,,,,,,,,4,"2015-07-03 18:29:39",https://untappd.com/c/199274430,https://untappd.com/beer/278152,https://untappd.com/brewery/37713,"United States",Tulsa,OK
Ka-blammo,"All In Brewing","Lager - IPL (India Pale Lager)",6,0,,,,,,,,4,"2015-07-03 18:30:11",https://untappd.com/c/199274588,https://untappd.com/beer/993931,https://untappd.com/brewery/59245,Sweden,Göteborg,
"All The Way","Dugges Ale- & Porterbryggeri AB","IPA - Session / India Session Ale",4.2,0,,,,,,,,4,"2015-07-03 18:30:29",https://untappd.com/c/199274661,https://untappd.com/beer/818305,https://untappd.com/brewery/1958,Sweden,Landvetter,
"Jyske Dollars",Ølsnedkeren,"IPA - American",6,0,,Sportamore,Solna,Storstockholm,Sverige,59.3541,17.9989,4.25,"2015-07-03 18:44:07",https://untappd.com/c/199278911,https://untappd.com/beer/825801,https://untappd.com/brewery/40985,Denmark,København,
Spontanbasil,"Brouwerij Lindemans",Lambic,6,0,,Sportamore,Solna,Storstockholm,Sverige,59.3541,17.9989,4.5,"2015-07-03 19:23:19",https://untappd.com/c/199293872,https://untappd.com/beer/1065324,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaams-Brabant
Perdition,"Tempel Brygghus","Sour Ale",8.3,60,,Sportamore,Solna,Storstockholm,Sverige,59.3541,17.9989,3.75,"2015-07-03 20:00:47",https://untappd.com/c/199310201,https://untappd.com/beer/977954,https://untappd.com/brewery/79325,Sweden,UPPSALA,
Svartkropp,"Modernist Brewery","Stout - American Imperial / Double",8.4,0,,Sportamore,Solna,Storstockholm,Sverige,59.3541,17.9989,4.25,"2015-07-03 20:01:29",https://untappd.com/c/199310523,https://untappd.com/beer/630503,https://untappd.com/brewery/118611,Sweden,Stockholm,
"Rebel Alliance Anti Imperial IPA","Nääs Gårdsbryggeri","IPA - Imperial / Double",8.5,0,,,,,,,,3.75,"2015-07-03 20:02:23",https://untappd.com/c/199310798,https://untappd.com/beer/1010055,https://untappd.com/brewery/78593,Sweden,Ydre,
"Bianca Mango Lassi Gose (6%)",Omnipollo,Gose,6,0,,,,,,,,4,"2015-07-04 00:07:01",https://untappd.com/c/199468827,https://untappd.com/beer/960050,https://untappd.com/brewery/29486,Sweden,Stockholm,
"Batch 1000","Amager Bryghus","IPA - American",6.5,0,,Mariehäll,Stockholm,Storstockholm,Sverige,59.3626,17.955,5,"2015-07-04 00:33:14",https://untappd.com/c/199489914,https://untappd.com/beer/981077,https://untappd.com/brewery/1950,Denmark,Kastrup,
Fatamorgana,Omnipollo,"IPA - Imperial / Double",8,100,,"The Bishops Arms",Sundbyberg,Storstockholm,Sverige,59.3611,17.9688,5,"2015-07-04 00:41:34",https://untappd.com/c/199496390,https://untappd.com/beer/477842,https://untappd.com/brewery/29486,Sweden,Stockholm,
Galactica,"Clown Shoes","IPA - Imperial / Double",8,86,,,,,,,,3,"2015-07-04 01:12:37",https://untappd.com/c/199521498,https://untappd.com/beer/344199,https://untappd.com/brewery/7583,"United States",Ipswich,MA
"Aronia My Love","Amager Bryghus","Pale Ale - American",5,0,,,,,,,,2.75,"2015-07-04 01:28:19",https://untappd.com/c/199534544,https://untappd.com/beer/1014683,https://untappd.com/brewery/1950,Denmark,Kastrup,
"Asahi Super Dry","Asahi Breweries","Lager - Japanese Rice",5,16,,,,,,,,2.75,"2015-07-04 15:56:35",https://untappd.com/c/199793022,https://untappd.com/beer/8020,https://untappd.com/brewery/50,Japan,Sumida-ku,Tokyo
IPA,Rådanäs,"IPA - American",6.6,65,,,,,,,,3.75,"2015-07-04 16:55:37",https://untappd.com/c/199803151,https://untappd.com/beer/587446,https://untappd.com/brewery/91023,Sweden,Mölnlycke,"Västra Götaland"
"Bourbon Mash Beer",Rådanäs,"Strong Ale - American",6.7,20,Backlog,,,,,,,2.75,"2015-07-04 16:57:03",https://untappd.com/c/199803455,https://untappd.com/beer/614395,https://untappd.com/brewery/91023,Sweden,Mölnlycke,"Västra Götaland"
"Sons of Anarchy Amber Ale","Sudwerk Brewing Co.","Red Ale - American Amber / Red",4.7,0,,,,,,,,2.5,"2015-07-04 18:19:38",https://untappd.com/c/199825586,https://untappd.com/beer/922582,https://untappd.com/brewery/1218,"United States",Davis,CA
"Imperial IPA",Homebrew,"IPA - Imperial / Double",7.5,120,"Första hemkoket, över all förväntan.",,,,,,,3.75,"2015-07-04 18:54:11",https://untappd.com/c/199840123,https://untappd.com/beer/207771,https://untappd.com/brewery/1775,Other,,
Pilsner,"Äppelbo Bryggeri","Pilsner - Other",5.2,0,,,,,,,,2.25,"2015-07-04 19:53:42",https://untappd.com/c/199872124,https://untappd.com/beer/957944,https://untappd.com/brewery/141205,Sweden,Äppelbo,
"Session IPA","Sigtuna Brygghus","IPA - Session / India Session Ale",4,0,,,,,,,,2.5,"2015-07-04 19:54:50",https://untappd.com/c/199872559,https://untappd.com/beer/896460,https://untappd.com/brewery/2823,Sweden,Arlandastad,
"Levande Lager","Kallholmens Maltbryggeri","Lager - Pale",4.7,0,,,,,,,,2.25,"2015-07-04 21:03:48",https://untappd.com/c/199919634,https://untappd.com/beer/105168,https://untappd.com/brewery/19579,Sweden,Skelleftehamn,
"S:t Eriks APA","S:t Eriks Bryggeri","Pale Ale - American",5,0,,,,,,,,3,"2015-07-04 21:33:45",https://untappd.com/c/199942909,https://untappd.com/beer/148701,https://untappd.com/brewery/16673,Sweden,Arlandastad,
"RLGK 10517 Celebration Stout","All In Brewing","Stout - Russian Imperial",12,0,"Wow, nej. Spritig.",Rabattvägen,,,Sverige,59.3731,17.8462,2,"2015-07-07 01:28:50",https://untappd.com/c/200823240,https://untappd.com/beer/856155,https://untappd.com/brewery/59245,Sweden,Göteborg,
"Jyske Dollars",Ølsnedkeren,"IPA - American",6,0,,Rabattvägen,,,Sverige,59.3731,17.8462,4.25,"2015-07-07 01:29:28",https://untappd.com/c/200823566,https://untappd.com/beer/825801,https://untappd.com/brewery/40985,Denmark,København,
"Herr Hemlig IPA",Brewski,"IPA - American",5.5,0,,Rabattvägen,,,Sverige,59.3731,17.8462,4.5,"2015-07-07 19:05:44",https://untappd.com/c/200943495,https://untappd.com/beer/872918,https://untappd.com/brewery/167487,Sweden,Helsingborg,
"Passionfeber IPA",Brewski,"IPA - American",7,0,,Rabattvägen,,,Sverige,59.3731,17.8462,4.5,"2015-07-07 19:06:23",https://untappd.com/c/200943601,https://untappd.com/beer/1042477,https://untappd.com/brewery/167487,Sweden,Helsingborg,
Aight,"Pang Pang Brewery","Lager - Pale",4.5,0,Lagamat-öl.,,,,,,,2.25,"2015-07-08 17:39:31",https://untappd.com/c/201165392,https://untappd.com/beer/1121200,https://untappd.com/brewery/14079,Sweden,Hökarängen,
"Molotov Lite","Evil Twin Brewing","IPA - Imperial / Double",8.5,90,"Oj, nej. Aggresiv beska på ett tråkigt sätt.",,,,,,,2.75,"2015-07-08 18:35:00",https://untappd.com/c/201170801,https://untappd.com/beer/888627,https://untappd.com/brewery/3735,"United States",,"2500 Valby"
"Pacific IPA","Nordic Kiwi Brewers","IPA - English",6.4,52,Nope.,,,,,,,2,"2015-07-08 21:07:40",https://untappd.com/c/201196127,https://untappd.com/beer/1120996,https://untappd.com/brewery/184942,Sweden,stockholm,
"Dolce WhIPA","Jönköpings Bryggeri","IPA - White",5.5,0,,,,,,,,3.25,"2015-07-10 15:29:28",https://untappd.com/c/201706671,https://untappd.com/beer/1047574,https://untappd.com/brewery/84591,Sweden,,
OPA,"Pang Pang Brewery","IPA - Session / India Session Ale",4,0,,,,,,,,3.5,"2015-07-10 20:49:57",https://untappd.com/c/201767212,https://untappd.com/beer/1126730,https://untappd.com/brewery/14079,Sweden,Hökarängen,
"I F*king Love Bunnies","Södra Maltfabriken","IPA - Imperial / Double",8,0,,,,,,,,3.25,"2015-07-10 20:51:04",https://untappd.com/c/201767478,https://untappd.com/beer/318979,https://untappd.com/brewery/16543,Sweden,Handen,
"Disco Soleil","Brasserie Dieu du Ciel!","IPA - American",6.5,65,"Lätta belgotoner, bra beska, bra fruktighet.",,,,,,,3.75,"2015-07-10 23:36:05",https://untappd.com/c/201839122,https://untappd.com/beer/374544,https://untappd.com/brewery/1674,Canada,St-Jérôme,QC
"Kaltenberg Pils","König Ludwig Schlossbrauerei Kaltenberg","Pilsner - German",5,0,,,,,,,,2.5,"2015-07-11 12:29:37",https://untappd.com/c/202142814,https://untappd.com/beer/59038,https://untappd.com/brewery/11412,Germany,Fürstenfeldbruck,
"Sessions: Thirsty Frontier","To Øl","IPA - Session / India Session Ale",4.5,50,"Fruktig och fräsch. Riktigt bra.",,,,,,,4.25,"2015-07-11 21:42:00",https://untappd.com/c/202300564,https://untappd.com/beer/990413,https://untappd.com/brewery/2241,Denmark,"København Ø",
"Twisted Thistle IPA","Belhaven Brewery","IPA - American",5.6,0,Backlog,,,,,,,2.75,"2015-07-12 10:01:18",https://untappd.com/c/202707805,https://untappd.com/beer/421,https://untappd.com/brewery/98,Scotland,Dunbar,"East Lothian"
"California Lager","Brygghuset Finn","California Common",5,0,Nae..,,,,,,,2.75,"2015-07-12 16:46:47",https://untappd.com/c/202733605,https://untappd.com/beer/1127558,https://untappd.com/brewery/57206,Sweden,Landskrona,
"Southern Pale Ale","Nordic Kiwi Brewers","Pale Ale - New Zealand",4.6,42,"Grym etikett, mindre grym öl. Fortf lite av samma jordiga toner som den förra, men klassen bättre humlad.",Rabattvägen,,,Sverige,59.3731,17.8462,3,"2015-07-12 17:27:47",https://untappd.com/c/202739702,https://untappd.com/beer/967631,https://untappd.com/brewery/184942,Sweden,stockholm,
"Napar Pale Ale",Naparbier,"Pale Ale - American",5.1,60,,Rabattvägen,,,Sverige,59.3731,17.8462,3.25,"2015-07-12 22:48:01",https://untappd.com/c/202858446,https://untappd.com/beer/370915,https://untappd.com/brewery/25784,Spain,Noain,Navarra
"Sessions: Cloud 9 Wit","To Øl",Witbier,4.6,0,,,,,,,,3.5,"2015-07-13 01:01:33",https://untappd.com/c/202926317,https://untappd.com/beer/586774,https://untappd.com/brewery/2241,Denmark,"København Ø",
Vestkyst,"Kinn Bryggeri","IPA - American",7,100,"Hade nog hoppats på.. Mer. Habil ipa, men inte mycket roligare än så.",,,,,,,3.75,"2015-07-13 20:08:08",https://untappd.com/c/203088418,https://untappd.com/beer/29512,https://untappd.com/brewery/5233,Norway,Florø,
"La Téne","The Celt Experience","English Bitter",3.5,38,,,,,,,,3.25,"2015-07-14 12:37:52",https://untappd.com/c/203273236,https://untappd.com/beer/484903,https://untappd.com/brewery/8726,Wales,Caerphilly,
Slåtteröl,"Gänstaller Bräu","Lager - Pale",5,0,,,,,,,,2.25,"2015-07-14 12:54:05",https://untappd.com/c/203273729,https://untappd.com/beer/1067091,https://untappd.com/brewery/5484,Germany,Scheßlitz,
